🇭🇰深圳旁边台,#genre#
CCTV-5+高清,http://61.140.235.7:4000/udp/239.77.0.87:5146
CCTV-5+高清,http://61.140.235.7:4000/udp/239.77.1.31:5146
CCTV-5+高清,http://61.140.235.7:4000/udp/239.77.1.147:5146
CCTV-6高清,http://61.140.235.7:4000/udp/239.77.0.171:5146
CCTV-6超清,http://61.140.235.7:4000/udp/239.77.0.178:5146
CCTV-7高清,http://61.140.235.7:4000/udp/239.77.1.159:5146
CCTV-7高清,http://61.140.235.7:4000/udp/239.77.1.167:5146
CCTV-7高清测试,http://61.140.235.7:4000/udp/239.77.0.138:5146
CCTV-8高清,http://61.140.235.7:4000/udp/239.77.0.172:5146
CCTV-8超清,http://61.140.235.7:4000/udp/239.77.0.181:5146
CCTV-9高清,http://61.140.235.7:4000/udp/239.77.1.160:5146
CCTV-9高清,http://61.140.235.7:4000/udp/239.77.1.168:5146
CCTV-9高清测试,http://61.140.235.7:4000/udp/239.77.0.135:5146
CCTV-10高清,http://61.140.235.7:4000/udp/239.77.1.113:5146
CCTV-10高清,http://61.140.235.7:4000/udp/239.77.1.169:5146
CCTV-10高清测试,http://61.140.235.7:4000/udp/239.77.0.134:5146
CCTV-11高清,http://61.140.235.7:4000/udp/239.77.1.238:5146
CCTV-12高清,http://61.140.235.7:4000/udp/239.77.1.109:5146
CCTV-12高清,http://61.140.235.7:4000/udp/239.77.1.170:5146
CCTV-12高清测试,http://61.140.235.7:4000/udp/239.77.0.136:5146
CCTV-13高清,http://61.140.235.7:4000/udp/239.77.0.188:5146
CCTV-13高清,http://61.140.235.7:4000/udp/239.253.43.196:5146
CCTV-14高清,http://61.140.235.7:4000/udp/239.77.1.161:5146
CCTV-14高清,http://61.140.235.7:4000/udp/239.77.1.171:5146
CCTV-14高清测试,http://61.140.235.7:4000/udp/239.77.0.133:5146
CCTV-15高清,http://61.140.235.7:4000/udp/239.77.1.239:5146
CCTV-16高清,http://61.140.235.7:4000/udp/239.77.0.165:5146
CCTV-16高清,http://61.140.235.7:4000/udp/239.77.1.76:5146
CCTV-16 4K,http://61.140.235.7:4000/udp/239.77.1.98:5146
CCTV-17高清,http://61.140.235.7:4000/udp/239.77.1.121:5146
CCTV-4K 4K,http://61.140.235.7:4000/udp/239.77.0.194:5146
CCTV-4K 4K50p,http://61.140.235.7:4000/udp/239.77.0.174:5146
CGTN,http://61.140.235.7:4000/udp/239.77.0.45:5146
CGTN,http://61.140.235.7:4000/udp/239.77.1.27:5146
CGTN英语高清,http://61.140.235.7:4000/udp/239.77.0.199:5146
CGTN西班牙语高清,http://61.140.235.7:4000/udp/239.77.0.221:5146
CGTN法语高清,http://61.140.235.7:4000/udp/239.77.0.228:5146
CGTN阿拉伯语高清,http://61.140.235.7:4000/udp/239.253.43.200:5146
CGTN俄语高清,http://61.140.235.7:4000/udp/239.253.43.201:5146
广东卫视,http://61.140.235.7:4000/udp/239.77.0.2:5146
广东卫视,http://61.140.235.7:4000/udp/239.77.1.2:5146
广东珠江,http://61.140.235.7:4000/udp/239.77.0.3:5146
广东珠江,http://61.140.235.7:4000/udp/239.77.1.94:5146
广东新闻,http://61.140.235.7:4000/udp/239.77.0.4:5146
广东民生,http://61.140.235.7:4000/udp/239.77.0.5:5146
广东体育,http://61.140.235.7:4000/udp/239.77.0.6:5146
广东体育,http://61.140.235.7:4000/udp/239.77.1.97:5146
广东国际,http://61.140.235.7:4000/udp/239.77.0.7:5146
经济科教,http://61.140.235.7:4000/udp/239.77.0.8:5146
大湾区卫视,http://61.140.235.7:4000/udp/239.77.0.9:5146
大湾区卫视,http://61.140.235.7:4000/udp/239.77.1.12:5146
广东影视,http://61.140.235.7:4000/udp/239.77.0.11:5146
广东少儿,http://61.140.235.7:4000/udp/239.77.0.12:5146
嘉佳卡通,http://61.140.235.7:4000/udp/239.77.0.13:5146
嘉佳卡通,http://61.140.235.7:4000/udp/239.77.1.15:5146
南方购物,http://61.140.235.7:4000/udp/239.77.0.19:5146
南方购物,http://61.140.235.7:4000/udp/239.77.0.22:5146
岭南戏曲,http://61.140.235.7:4000/udp/239.77.0.16:5146
广东房产,http://61.140.235.7:4000/udp/239.77.0.14:5146
现代教育,http://61.140.235.7:4000/udp/239.77.0.18:5146
广东移动,http://61.140.235.7:4000/udp/239.77.0.20:5146
广东综艺 4K50p,http://61.140.235.7:4000/udp/239.77.1.236:5146
广东综艺 4K,http://61.140.235.7:4000/udp/239.77.1.237:5146
广东综艺(4k),http://61.140.235.7:4000/udp/239.77.0.244:5146
广东综艺4k,http://61.140.235.7:4000/udp/239.77.0.246:5146
广东综艺4k,http://61.140.235.7:4000/udp/239.77.0.245:5146
广东综艺4k,http://61.140.235.7:4000/udp/239.77.0.252:5146
广州综合,http://61.140.235.7:4000/udp/239.253.43.66:5146
广州综合高清,http://61.140.235.7:4000/udp/239.253.43.71:5146
广州新闻,http://61.140.235.7:4000/udp/239.253.43.67:5146
广州新闻高清,http://61.140.235.7:4000/udp/239.253.43.72:5146
广州影视,http://61.140.235.7:4000/udp/239.253.43.68:5146
广州影视高清,http://61.140.235.7:4000/udp/239.253.43.73:5146
广州法治,http://61.140.235.7:4000/udp/239.253.43.69:5146
广州法治高清,http://61.140.235.7:4000/udp/239.253.43.74:5146
广州竞赛,http://61.140.235.7:4000/udp/239.253.43.70:5146
广州竞赛高清,http://61.140.235.7:4000/udp/239.253.43.75:5146
广视课堂 小学一,http://61.140.235.7:4000/udp/239.253.43.76:5146
广视课堂 小学二,http://61.140.235.7:4000/udp/239.253.43.77:5146
广视课堂 小学三,http://61.140.235.7:4000/udp/239.253.43.78:5146
广视课堂 小学四,http://61.140.235.7:4000/udp/239.253.43.79:5146
广视课堂 小学五,http://61.140.235.7:4000/udp/239.253.43.80:5146
广视课堂 小学六,http://61.140.235.7:4000/udp/239.253.43.81:5146
广视课堂 初一,http://61.140.235.7:4000/udp/239.253.43.89:5146
广视课堂 初二,http://61.140.235.7:4000/udp/239.253.43.90:5146
广视课堂 初三,http://61.140.235.7:4000/udp/239.253.43.91:5146
广视课堂 高一,http://61.140.235.7:4000/udp/239.253.43.92:5146
广视课堂 高二,http://61.140.235.7:4000/udp/239.253.43.93:5146
深圳卫视,http://61.140.235.7:4000/udp/239.77.0.55:5146
深圳卫视,http://61.140.235.7:4000/udp/239.77.1.21:5146
深圳卫视高清,http://61.140.235.7:4000/udp/239.77.1.3:5146
深圳卫视高清,http://61.140.235.7:4000/udp/239.77.1.148:5146
深圳卫视高清,http://61.140.235.7:4000/udp/239.77.0.92:5146
深圳卫视超清,http://61.140.235.7:4000/udp/239.77.0.130:5146
深圳都市频道,http://61.140.235.7:4000/udp/239.77.1.34:5146
深圳都市频道高清,http://61.140.235.7:4000/udp/239.77.1.176:5146
深圳都市频道高清,http://61.140.235.7:4000/udp/239.77.1.124:5146
深圳电视剧频道,http://61.140.235.7:4000/udp/239.77.1.7:5146
深圳电视剧频道高清,http://61.140.235.7:4000/udp/239.77.1.177:5146
深圳电视剧频道高清,http://61.140.235.7:4000/udp/239.77.1.125:5146
深圳财经生活,http://61.140.235.7:4000/udp/239.77.1.22:5146
深圳财经生活高清,http://61.140.235.7:4000/udp/239.77.1.242:5146
深圳娱乐频道,http://61.140.235.7:4000/udp/239.77.1.36:5146
深圳娱乐频道高清,http://61.140.235.7:4000/udp/239.77.1.243:5146
深圳体育健康,http://61.140.235.7:4000/udp/239.77.1.8:5146
深圳体育健康高清,http://61.140.235.7:4000/udp/239.77.1.128:5146
深圳体育健康高清,http://61.140.235.7:4000/udp/239.77.1.140:5146
深圳少儿频道,http://61.140.235.7:4000/udp/239.77.1.38:5146
深圳少儿频道高清,http://61.140.235.7:4000/udp/239.77.1.244:5146
深圳公共频道,http://61.140.235.7:4000/udp/239.77.1.9:5146
深圳公共频道高清,http://61.140.235.7:4000/udp/239.77.1.178:5146
深圳公共频道高清,http://61.140.235.7:4000/udp/239.77.1.126:5146
深圳宝安频道,http://61.140.235.7:4000/udp/239.77.1.206:5146
深圳宝安频道高清,http://61.140.235.7:4000/udp/239.77.1.67:5146
深圳宝安第一课,http://61.140.235.7:4000/udp/239.77.1.225:5146
深圳龙岗频道高清,http://61.140.235.7:4000/udp/239.77.1.223:5146
深圳东部频道高清,http://61.140.235.7:4000/udp/239.77.1.224:5146
深圳众创TV高清,http://61.140.235.7:4000/udp/239.77.1.247:5146
深圳移动电视,http://61.140.235.7:4000/udp/239.77.1.175:5146
深圳宜和购物,http://61.140.235.7:4000/udp/239.77.1.39:5146
深圳宜和购物高清,http://61.140.235.7:4000/udp/239.77.1.87:5146
韶关新闻综合,http://61.140.235.7:4000/udp/239.77.0.116:5146
韶关新闻综合高清,http://61.140.235.7:4000/udp/239.77.0.117:5146
韶关绿色生活,http://61.140.235.7:4000/udp/239.77.0.118:5146
韶关绿色生活高清,http://61.140.235.7:4000/udp/239.77.0.119:5146
湛江新闻综合,http://61.140.235.7:4000/udp/239.77.0.120:5146
湛江新闻综合高清,http://61.140.235.7:4000/udp/239.77.0.141:5146
湛江公共,http://61.140.235.7:4000/udp/239.77.0.121:5146
湛江公共高清,http://61.140.235.7:4000/udp/239.77.0.140:5146
揭阳综合,http://61.140.235.7:4000/udp/239.77.0.157:5146
揭阳综合高清,http://61.140.235.7:4000/udp/239.77.0.229:5146
揭阳生活,http://61.140.235.7:4000/udp/239.77.0.158:5146
揭阳生活高清,http://61.140.235.7:4000/udp/239.77.0.251:5146
汕尾新闻综合,http://61.140.235.7:4000/udp/239.77.1.189:5146
汕尾新闻综合高清,http://61.140.235.7:4000/udp/239.77.0.25:5146
汕尾文化生活,http://61.140.235.7:4000/udp/239.77.1.190:5146
汕尾文化生活高清,http://61.140.235.7:4000/udp/239.77.0.187:5146
江门综合,http://61.140.235.7:4000/udp/239.77.0.195:5146
江门综合高清,http://61.140.235.7:4000/udp/239.77.0.201:5146
江门侨乡生活,http://61.140.235.7:4000/udp/239.77.0.196:5146
江门侨乡生活高清,http://61.140.235.7:4000/udp/239.77.0.202:5146
江门教育,http://61.140.235.7:4000/udp/239.77.0.197:5146
江门教育高清,http://61.140.235.7:4000/udp/239.77.0.203:5146
HZTV-1,http://61.140.235.7:4000/udp/239.77.0.247:5146
HZTV-1,http://61.140.235.7:4000/udp/239.77.1.154:5146
HZTV-1高清,http://61.140.235.7:4000/udp/239.77.1.232:5146
HZTV-2,http://61.140.235.7:4000/udp/239.77.0.248:5146

,	http://61.140.235.7:4000/udp/239.77.1.173:5146
HZTV-2高清,http://61.140.235.7:4000/udp/239.77.1.233:5146
珠海-1,http://61.140.235.7:4000/udp/239.77.1.230:5146
珠海-1高清,http://61.140.235.7:4000/udp/239.77.0.155:5146
珠海-2,http://61.140.235.7:4000/udp/239.77.1.231:5146
珠海-2高清,http://61.140.235.7:4000/udp/239.77.0.154:5146
肇庆综合,http://61.140.235.7:4000/udp/239.253.43.3:5146
肇庆综合高清,http://61.140.235.7:4000/udp/239.253.43.1:5146
肇庆生活服务,http://61.140.235.7:4000/udp/239.253.43.4:5146
肇庆生活服务高清,http://61.140.235.7:4000/udp/239.253.43.2:5146
河源综合,http://61.140.235.7:4000/udp/239.253.43.215:5146
河源综合高清,http://61.140.235.7:4000/udp/239.253.43.213:5146
河源公共,http://61.140.235.7:4000/udp/239.253.43.216:5146
河源公共高清,http://61.140.235.7:4000/udp/239.253.43.214:5146
清远新闻综合,http://61.140.235.7:4000/udp/239.253.43.31:5146
清远新闻综合高清,http://61.140.235.7:4000/udp/239.253.43.33:5146
清远文旅生活,http://61.140.235.7:4000/udp/239.253.43.32:5146
清远文旅生活,http://61.140.235.7:4000/udp/239.77.0.241:5146
清远文旅生活高清,http://61.140.235.7:4000/udp/239.253.43.34:5146
云浮综合,http://61.140.235.7:4000/udp/239.253.43.195:5146
云浮综合高清,http://61.140.235.7:4000/udp/239.77.0.253:5146
云浮文旅,http://61.140.235.7:4000/udp/239.253.43.194:5146
云浮文旅高清,http://61.140.235.7:4000/udp/239.77.0.254:5146
茂名综合,http://61.140.235.7:4000/udp/239.77.0.204:5146
茂名综合高清,http://61.140.235.7:4000/udp/239.77.0.206:5146
茂名公共,http://61.140.235.7:4000/udp/239.77.0.205:5146
茂名公共高清,http://61.140.235.7:4000/udp/239.77.0.207:5146
汕头综合,http://61.140.235.7:4000/udp/239.253.43.30:5146
汕头综合高清,http://61.140.235.7:4000/udp/239.77.1.130:5146
汕头综合高清,http://61.140.235.7:4000/udp/239.253.43.45:5146
汕头经济生活,http://61.140.235.7:4000/udp/239.253.43.43:5146
汕头经济生活高清,http://61.140.235.7:4000/udp/239.77.1.131:5146
汕头经济生活高清,http://61.140.235.7:4000/udp/239.253.43.46:5146
汕头文旅体育,http://61.140.235.7:4000/udp/239.253.43.44:5146
汕头文旅体育高清,http://61.140.235.7:4000/udp/239.77.1.132:5146
汕头文旅体育高清,http://61.140.235.7:4000/udp/239.253.43.47:5146
佛山公共,http://61.140.235.7:4000/udp/239.253.43.48:5146
佛山公共高清,http://61.140.235.7:4000/udp/239.253.43.53:5146
佛山南海,http://61.140.235.7:4000/udp/239.253.43.49:5146
佛山南海,http://61.140.235.7:4000/udp/239.77.0.236:5146
佛山南海高清,http://61.140.235.7:4000/udp/239.253.43.54:5146
佛山顺德,http://61.140.235.7:4000/udp/239.253.43.50:5146
佛山顺德高清,http://61.140.235.7:4000/udp/239.253.43.55:5146
佛山影视,http://61.140.235.7:4000/udp/239.253.43.51:5146
佛山影视高清,http://61.140.235.7:4000/udp/239.253.43.56:5146
佛山综合,http://61.140.235.7:4000/udp/239.253.43.52:5146
佛山综合高清,http://61.140.235.7:4000/udp/239.253.43.57:5146
东莞新闻综合,http://61.140.235.7:4000/udp/239.253.43.102:5146
东莞新闻综合高清,http://61.140.235.7:4000/udp/239.253.43.104:5146
东莞生活资讯,http://61.140.235.7:4000/udp/239.253.43.103:5146
东莞生活资讯高清,http://61.140.235.7:4000/udp/239.253.43.105:5146
中山综合,http://61.140.235.7:4000/udp/239.253.43.59:5146
中山综合高清,http://61.140.235.7:4000/udp/239.253.43.62:5146
香山文化,http://61.140.235.7:4000/udp/239.253.43.60:5146
香山文化高清,http://61.140.235.7:4000/udp/239.253.43.63:5146
中山教育,http://61.140.235.7:4000/udp/239.253.43.61:5146
中山教育高清,http://61.140.235.7:4000/udp/239.253.43.64:5146
徐闻综合高清,http://61.140.235.7:4000/udp/239.253.43.112:5146
湖南卫视,http://61.140.235.7:4000/udp/239.77.0.46:5146
湖南卫视,http://61.140.235.7:4000/udp/239.77.1.29:5146
湖南卫视高清,http://61.140.235.7:4000/udp/239.77.1.5:5146
湖南卫视高清,http://61.140.235.7:4000/udp/239.77.1.129:5146
湖南卫视高清,http://61.140.235.7:4000/udp/239.77.0.88:5146
湖南卫视超清,http://61.140.235.7:4000/udp/239.77.0.127:5146
浙江卫视,http://61.140.235.7:4000/udp/239.77.0.47:5146
浙江卫视,http://61.140.235.7:4000/udp/239.77.1.32:5146
浙江卫视高清,http://61.140.235.7:4000/udp/239.77.1.33:5146
浙江卫视高清,http://61.140.235.7:4000/udp/239.77.1.150:5146
浙江卫视高清,http://61.140.235.7:4000/udp/239.77.0.89:5146
浙江卫视超清,http://61.140.235.7:4000/udp/239.77.0.125:5146
江苏卫视,http://61.140.235.7:4000/udp/239.77.0.48:5146
江苏卫视,http://61.140.235.7:4000/udp/239.77.1.40:5146
江苏卫视高清,http://61.140.235.7:4000/udp/239.77.1.18:5146
江苏卫视高清,http://61.140.235.7:4000/udp/239.77.1.149:5146
江苏卫视高清,http://61.140.235.7:4000/udp/239.77.0.90:5146
江苏卫视超清,http://61.140.235.7:4000/udp/239.77.0.126:5146
东方卫视,http://61.140.235.7:4000/udp/239.77.0.49:5146
东方卫视,http://61.140.235.7:4000/udp/239.77.1.48:5146
东方卫视高清,http://61.140.235.7:4000/udp/239.77.1.218:5146
东方卫视高清,http://61.140.235.7:4000/udp/239.77.1.156:5146
东方卫视高清,http://61.140.235.7:4000/udp/239.77.0.98:5146
安徽卫视,http://61.140.235.7:4000/udp/239.77.0.50:5146
安徽卫视,http://61.140.235.7:4000/udp/239.77.1.13:5146
安徽卫视高清,http://61.140.235.7:4000/udp/239.77.1.92:5146
安徽卫视高清,http://61.140.235.7:4000/udp/239.77.1.157:5146
安徽卫视高清,http://61.140.235.7:4000/udp/239.77.0.183:5146
北京卫视,http://61.140.235.7:4000/udp/239.77.0.51:5146
北京卫视,http://61.140.235.7:4000/udp/239.77.1.14:5146
北京卫视高清,http://61.140.235.7:4000/udp/239.77.1.4:5146
北京卫视高清,http://61.140.235.7:4000/udp/239.77.1.151:5146
北京卫视高清,http://61.140.235.7:4000/udp/239.77.0.91:5146
天津卫视,http://61.140.235.7:4000/udp/239.77.0.52:5146
天津卫视,http://61.140.235.7:4000/udp/239.77.1.37:5146
天津卫视高清,http://61.140.235.7:4000/udp/239.77.1.141:5146
天津卫视高清,http://61.140.235.7:4000/udp/239.77.1.182:5146
天津卫视高清,http://61.140.235.7:4000/udp/239.77.0.97:5146
天津卫视超清,http://61.140.235.7:4000/udp/239.77.0.131:5146
山东卫视,http://61.140.235.7:4000/udp/239.77.0.53:5146
山东卫视,http://61.140.235.7:4000/udp/239.77.1.66:5146
山东卫视高清,http://61.140.235.7:4000/udp/239.77.1.142:5146
山东卫视高清,http://61.140.235.7:4000/udp/239.77.1.153:5146
山东卫视高清,http://61.140.235.7:4000/udp/239.77.0.94:5146
山东卫视超清,http://61.140.235.7:4000/udp/239.77.0.132:5146
江西卫视,http://61.140.235.7:4000/udp/239.77.0.54:5146
江西卫视,http://61.140.235.7:4000/udp/239.77.1.73:5146
江西卫视高清,http://61.140.235.7:4000/udp/239.77.1.219:5146
江西卫视高清,http://61.140.235.7:4000/udp/239.77.0.149:5146
湖北卫视,http://61.140.235.7:4000/udp/239.77.0.56:5146
湖北卫视,http://61.140.235.7:4000/udp/239.77.1.44:5146
湖北卫视高清,http://61.140.235.7:4000/udp/239.77.1.93:5146
湖北卫视高清,http://61.140.235.7:4000/udp/239.77.1.174:5146
湖北卫视高清,http://61.140.235.7:4000/udp/239.77.0.95:5146
湖北卫视超清,http://61.140.235.7:4000/udp/239.77.0.128:5146
辽宁卫视,http://61.140.235.7:4000/udp/239.77.0.57:5146
辽宁卫视,http://61.140.235.7:4000/udp/239.77.1.62:5146
辽宁卫视高清,http://61.140.235.7:4000/udp/239.77.1.103:5146
辽宁卫视高清,http://61.140.235.7:4000/udp/239.77.0.123:5146
辽宁卫视超清,http://61.140.235.7:4000/udp/239.77.0.161:5146
黑龙江卫视,http://61.140.235.7:4000/udp/239.77.0.58:5146
黑龙江卫视,http://61.140.235.7:4000/udp/239.77.1.71:5146
黑龙江卫视高清,http://61.140.235.7:4000/udp/239.77.1.6:5146
黑龙江卫视高清,http://61.140.235.7:4000/udp/239.77.1.179:5146
黑龙江卫视高清,http://61.140.235.7:4000/udp/239.77.0.93:5146
黑龙江卫视超清,http://61.140.235.7:4000/udp/239.77.0.124:5146
贵州卫视,http://61.140.235.7:4000/udp/239.77.0.59:5146
贵州卫视,http://61.140.235.7:4000/udp/239.77.1.61:5146
贵州卫视高清,http://61.140.235.7:4000/udp/239.77.1.221:5146
贵州卫视高清,http://61.140.235.7:4000/udp/239.77.0.230:5146
四川卫视,http://61.140.235.7:4000/udp/239.77.0.60:5146
四川卫视,http://61.140.235.7:4000/udp/239.77.1.30:5146
四川卫视高清,http://61.140.235.7:4000/udp/239.77.1.215:5146
四川卫视高清,http://61.140.235.7:4000/udp/239.77.0.159:5146
四川卫视超清,http://61.140.235.7:4000/udp/239.77.0.163:5146
河南卫视,http://61.140.235.7:4000/udp/239.77.0.61:5146
河南卫视,http://61.140.235.7:4000/udp/239.77.1.58:5146
河南卫视高清,http://61.140.235.7:4000/udp/239.77.1.229:5146
河南卫视高清,http://61.140.235.7:4000/udp/239.77.0.17:5146
云南卫视,http://61.140.235.7:4000/udp/239.77.0.62:5146
云南卫视,http://61.140.235.7:4000/udp/239.77.1.72:5146
云南卫视高清,http://61.140.235.7:4000/udp/239.253.43.37:5146
云南卫视高清,http://61.140.235.7:4000/udp/239.253.43.100:5146
重庆卫视,http://61.140.235.7:4000/udp/239.77.0.63:5146
重庆卫视,http://61.140.235.7:4000/udp/239.77.1.16:5146
重庆卫视高清,http://61.140.235.7:4000/udp/239.77.1.162:5146
重庆卫视高清,http://61.140.235.7:4000/udp/239.77.1.210:5146
重庆卫视高清,http://61.140.235.7:4000/udp/239.77.0.182:5146
河北卫视,http://61.140.235.7:4000/udp/239.77.0.64:5146
河北卫视,http://61.140.235.7:4000/udp/239.77.1.60:5146
河北卫视高清,http://61.140.235.7:4000/udp/239.77.1.214:5146
河北卫视高清,http://61.140.235.7:4000/udp/239.77.0.148:5146
东南卫视,http://61.140.235.7:4000/udp/239.77.0.65:5146
东南卫视,http://61.140.235.7:4000/udp/239.77.1.1:5146
东南卫视,http://61.140.235.7:4000/udp/239.77.1.213:5146
东南卫视高清,http://61.140.235.7:4000/udp/239.77.1.104:5146
福建东南卫视高清,http://61.140.235.7:4000/udp/239.7

🐼丨MTV流行,#genre#
怀旧合集,http://vodcdn.video.taobao.com/oss/ali-video/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
经典合集,http://vodcdn.video.taobao.com/oss/ali-video/fe68ff471420aaefcb3a7f4f413ad3f4/video.m3u8
经典合集2,http://vodcdn.video.taobao.com/oss/ali-video/f2b27944f9960f3dbb2c6dd6c4679747/video.m3u8
怀旧音乐,http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
杨丽珍_虚情的爱,https://vd2.bdstatic.com/mda-mi1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mda-mi1dd05gmhwejdwn.mp4
杨丽珍_情为何物,https://vd2.bdstatic.com/mda-nk3am8nwdgqfy6nh/sc/cae_h264/1667555203921394810/mda-nk3am8nwdgqfy6nh.mp4
杨丽珍_想念你,https://vd2.bdstatic.com/mda-iggwqt9cezpyirjn/sc/mda-iggwqt9cezpyirjn.mp4
梦里水乡,https://vd4.bdstatic.com/mda-mcc5ichr42qg4r1p/720p/h264_cae/1620799161082799399/mda-mcc5ichr42qg4r1p.mp4
酒梦,https://vd4.bdstatic.com/mda-jjbj71ymtth36pvu/sc/mda-jjbj71ymtth36pvu.mp4
月老掉线,https://vd3.bdstatic.com/mda-ndd3ta6xy3x4ybtf/720p/h264_delogo/1649904116948342384/mda-ndd3ta6xy3x4ybtf.mp4
晚风心里吹,https://vd2.bdstatic.com/mda-ndpg29kxui1g1xrj/sc/cae_h264_delogo/1650799724379445533/mda-ndpg29kxui1g1xrj.mp4
九十九步退一步,https://vd2.bdstatic.com/mda-nbk88c8b5d4vsf2m/sc/cae_h264_delogo/1645443281073338534/mda-nbk88c8b5d4vsf2m.mp4
好多倩_夜夜夜漫长,https://vd4.bdstatic.com/mda-mcm1j9nnz5xxyhar/720p/h264_cae/1621016873537262108/mda-mcm1j9nnz5xxyhar.mp4

张杰-星星,https://vd3.bdstatic.com/mda-mcf4jracp0aq1b64/sc/cae_h264/1615836158/mda-mcf4jracp0aq1b64.mp4
小虎队-星星的约会,https://vd2.bdstatic.com/mda-kc3gqfxzi4zgfr2w/sc/mda-kc3gqfxzi4zgfr2w.mp4
陈元汐-桃花笑,https://vd2.bdstatic.com/mda-nbg4cz1tc501zby3/sc/cae_h264_delogo/1645068400771569995/mda-nbg4cz1tc501zby3.mp4
想你的时候问月亮,https://vdse.bdstatic.com//ec33a3aaab2aafb34d5816962f2a5ae5.mp4
刀郎-守候在凌晨两点的伤心秀吧,https://vd3.bdstatic.com/mda-ierq2z9f1exw934e/logo/hd/mda-ierq2z9f1exw934e.mp4
刀郎-手心里的温柔,https://vd4.bdstatic.com/mda-kj18fhzhecfm9trb/hd/mda-kj18fhzhecfm9trb.mp4
杨紫琼_爱似流星,https://vd4.bdstatic.com/mda-nei02hdtnd2c88ci/sc/cae_h264/1652920810425683641/mda-nei02hdtnd2c88ci.mp4
沉默是金,https://vd3.bdstatic.com/mda-mh05cp7e5775a9z2/sc/cae_h264/1627790223084175256/mda-mh05cp7e5775a9z2.mp4
伤心的酒吧,https://vd2.bdstatic.com/mda-mhtaxwen3yutpdku/sc/cae_h264/1630136866503133016/mda-mhtaxwen3yutpdku.mp4
韩磊和模仿者演唱《等待》,https://vd4.bdstatic.com/mda-kecnpbu2bmvydajf/v1-cae/sc/mda-kecnpbu2bmvydajf.mp4
西海情歌,https://vd2.bdstatic.com/mda-jf9c1fkgucw29pg8/sc/mda-jf9c1fkgucw29pg8.mp4
暗里着迷-亮声,https://vd2.bdstatic.com/mda-nj0ahm6t2ib5n2jy/720p/h264/1664610158927030550/mda-nj0ahm6t2ib5n2jy.mp4
